model_id,mean_per_class_error,logloss,rmse,mse
XGBoost_1_AutoML_1_20250418_232146,0.2433163774313708,0.2841515597352513,0.2807203412484936,0.0788039099906707
GLM_1_AutoML_1_20250418_232146,0.8888888888888888,6.6171337335346685,0.994030204017262,0.9880960464985996
